MouseMGIID	MarkerSymbol	MarkerName	MouseSymbol	MouseName	MP_ID	MP_Term	AlleleAccID	HomologyClusterID	HumanNCBIorMGIID	HumanSymbol	HumanName
MGI:1914285	Dnajb4		Dnajb4		MP:0001260		Dnajb4<tm1Suky>	50231292	HGNC:14886	DNAJB4	
MGI:2676368	Dnajc13		Dnajc13		MP:0011100		Dnajc13<em1(IMPC)J>	50233897	HGNC:30343	DNAJC13	
MGI:1916658	Dnajc17		Dnajc17		MP:0011100		Dnajc17<tm1b(EUCOMM)Hmgu>	50230699	HGNC:25556	DNAJC17	
MGI:99470	Dnajc2		Dnajc2		MP:0011100		Dnajc2<em1(IMPC)J>	50231200	HGNC:13192	DNAJC2	
MGI:1915848	Dnajc8		Dnajc8		MP:0011100		Dnajc8<tm1b(KOMP)Wtsi>	50222890	HGNC:15470	DNAJC8	
MGI:1915326	Dnajc9		Dnajc9		MP:0011100		Dnajc9<tm1.1(KOMP)Vlcg>	50231446	HGNC:19123	DNAJC9	
MGI:1921462	Dnal1		Dnal1		MP:0011100		Dnal1<tm1.1(KOMP)Vlcg>	50221562	HGNC:23247	DNAL1	
MGI:107384	Dnm1		Dnm1		MP:0011100		Dnm1<tm1.1(KOMP)Vlcg>	50226830	HGNC:2972	DNM1	
MGI:1921256	Dnm1l		Dnm1l		MP:0011100		Dnm1l<tm1b(KOMP)Wtsi>	50219922	HGNC:2973	DNM1L	
MGI:94912	Dnmt1		Dnmt1		MP:0011100,MP:0011101		Dnmt1<+>|Dnmt1<MommeD2>|Dnmt1<MommeD2>	50218105	HGNC:2976	DNMT1	
MGI:1261827	Dnmt3a		Dnmt3a		MP:0001260,MP:0011101		Dnmt3a<+>|Dnmt3a<em1Hsas>|Dnmt3a<+>|Dnmt3a<tm1.1Rlvn>|Dnmt3a<em1Hsas>	50219505	HGNC:2978	DNMT3A	
MGI:1261819	Dnmt3b		Dnmt3b		MP:0011100		Dnmt3b<em1(IMPC)Mbp>	50218469	HGNC:2979	DNMT3B	
MGI:1923483	Dnttip1		Dnttip1		MP:0011100		Dnttip1<tm1b(KOMP)Wtsi>	50233900	HGNC:16160	DNTTIP1	
MGI:3584043	Dok7		Dok7		MP:0011100		Dok7<tm1.1(KOMP)Vlcg>	50219508	HGNC:26594	DOK7	
MGI:2677836	Dolk		Dolk		MP:0011100		Dolk<em1(IMPC)J>|Dolk<tm1Lex>	50230370	HGNC:23406	DOLK	
MGI:2143886	Dot1l		Dot1l		MP:0011100		Dot1l<tm1.2Wezh>	50227256	HGNC:24948	DOT1L	
MGI:1196396	Dpagt1		Dpagt1		MP:0011100		Dpagt1<Gt(OST281303)Lex>	50225827	HGNC:2995	DPAGT1	
MGI:109529	Dpf2		Dpf2		MP:0011100		Dpf2<tm1b(EUCOMM)Hmgu>	50223699	HGNC:9964	DPF2	
MGI:1914978	Dph2		Dph2		MP:0011100		Dph2<tm2(EUCOMM)Wtsi>	50223073	HGNC:3004	DPH2	
MGI:1330239	Dpm1		Dpm1		MP:0011100		Dpm1<tm1b(KOMP)Wtsi>	50229388	HGNC:3005	DPM1	
MGI:1330238	Dpm2		Dpm2		MP:0011100		Dpm2<tm1b(EUCOMM)Hmgu>	50228657	HGNC:3006	DPM2	
MGI:1915813	Dpm3		Dpm3		MP:0011100		Dpm3<tm1.1(KOMP)Vlcg>	50231083	HGNC:3007	DPM3	
MGI:2443967	Dpp9		Dpp9		MP:0011100		Dpp9<tm1b(EUCOMM)Hmgu>	50223678	HGNC:18648	DPP9	
MGI:2157523	Dppa2		Dppa2		MP:0011100		Dppa2<tm1.2Reik>	50233908	HGNC:19197	DPPA2	
MGI:1913560	Dpy30		Dpy30		MP:0011100		Dpy30<tm1a(KOMP)Wtsi>	50231444	HGNC:24590	DPY30	
MGI:2146001	Ccdc65		Ccdc65		MP:0011101		Ccdc65<em11Gpt>	50218728	HGNC:29937	DRC2	
MGI:1202386	Gas8		Gas8		MP:0011069,MP:0011100		Gas8<Gt(CH0760)Wtsi>|Gas8<em1(IMPC)Bay>	50222509	HGNC:4166	DRC4	
MGI:99578	Drd1		Drd1		MP:0011100		Drd1<tm2.2Stl>	50219354	HGNC:3020	DRD1	
MGI:94924	Drd2		Drd2		MP:0001260		Drd2<+>|Drd2<tm1Low>	50219883	HGNC:3023	DRD2	
MGI:94927	Drd5		Drd5		MP:0011100		Drd5<tm1.2Stl>	50219355	HGNC:3026	DRD5	
MGI:2148204	Drgx		Drgx		MP:0011100		Drgx<em1(IMPC)Mbp>	50219907	HGNC:21536	DRGX	
MGI:1194993	Dsc3		Dsc3		MP:0011100		Dsc3<tm1b(EUCOMM)Wtsi>	50219975	HGNC:3037	DSC3	
MGI:1196281	Dscam		Dscam		MP:0011101		Dscam<del17>	50219978	HGNC:3039	DSCAM	
MGI:2443455	Dse		Dse		MP:0011100		Dse<tm1b(EUCOMM)Hmgu>	50226989	HGNC:21144	DSE	
MGI:109611	Dsp		Dsp		MP:0011100		Dsp<em1(IMPC)Mbp>	50221788	HGNC:3052	DSP	
MGI:2672905	Dtx4		Dtx4		MP:0011100		Dtx4<em1(IMPC)Ccpcz>	50219996	HGNC:29151	DTX4	
MGI:1890614	Dusp12		Dusp12		MP:0011100		Dusp12<em1(IMPC)Mbp>	50229892	HGNC:3067	DUSP12	
MGI:107736	Dync2h1		Dync2h1		MP:0011100		Dync2h1<em1(IMPC)Rbrc>	50229180	HGNC:2962	DYNC2H1	
MGI:2445085	Dync2i1		Dync2i1		MP:0011100		Dync2i1<em1(IMPC)Tcp>	50228538	HGNC:21862	DYNC2I1	
MGI:1861457	Dynll1		Dynll1		MP:0011100		Dynll1<tm1(KOMP)Wtsi>	50220017	HGNC:15476	DYNLL1	
MGI:1914318	Dynlrb1		Dynlrb1		MP:0011100		Dynlrb1<tm1a(EUCOMM)Wtsi>	50224133	HGNC:15468	DYNLRB1	
MGI:1330302	Dyrk1b		Dyrk1b		MP:0011100		Dyrk1b<tm1b(EUCOMM)Wtsi>	50226371	HGNC:3092	DYRK1B	
MGI:1919757	Dzip1l		Dzip1l		MP:0011100		Dzip1l<em1(IMPC)J>	50229923	HGNC:26551	DZIP1L	
MGI:1917433	Dzip3		Dzip3		MP:0008762		Dzip3<m1Anu>	50233933	HGNC:30938	DZIP3	
MGI:1096340	E2f3		E2f3		MP:0011100,MP:0011101		E2f3<tm1.2Gle>|E2f3<tm1b(KOMP)Wtsi>	50228994	HGNC:3115	E2F3	
MGI:1921677	Eaf1		Eaf1		MP:0011100		Eaf1<tm1b(EUCOMM)Wtsi>	50228790	HGNC:20907	EAF1	
MGI:1916322	Ebna1bp2		Ebna1bp2		MP:0011100		Ebna1bp2<em1(IMPC)Tcp>	50220038	HGNC:15531	EBNA1BP2	
MGI:107822	Ebp		Ebp		MP:0011101		Ebp<Td>|Ebp<+>	50231285	HGNC:3133	EBP	
MGI:1917851	Ecd		Ecd		MP:0011100		Ecd<tm1.1Viba>	50229172	HGNC:17029	ECD	
MGI:95281	Ect2		Ect2		MP:0011100		Ect2<tm1b(EUCOMM)Wtsi>	50231858	HGNC:3155	ECT2	
MGI:1343498	Edar		Edar		MP:0011100		Edar<dl>	50221958	HGNC:2895	EDAR	
MGI:2446249	Edc4		Edc4		MP:0011100		Edc4<tm1a(EUCOMM)Wtsi>	50221736	HGNC:17157	EDC4	
MGI:1914217	Edem3		Edem3		MP:0011100		Edem3<tm1b(EUCOMM)Hmgu>	50232147	HGNC:16787	EDEM3	
MGI:95284	Edn2		Edn2		MP:0011100		Edn2<tm1b(KOMP)Mbp>	50226212	HGNC:3177	EDN2	
MGI:105923	Ednra		Ednra		MP:0011100		Ednra<tm1b(EUCOMM)Hmgu>	50220055	HGNC:3179	EDNRA	
MGI:102720	Ednrb		Ednrb		MP:0011100		Ednrb<s-17Pub>|Ednrb<s-24Pub>|Ednrb<s-2CHLd>|Ednrb<s-4Chlc>|Ednrb<s-4Pub>	50220056	HGNC:3180	EDNRB	
MGI:1913906	Eef1d		Eef1d		MP:0011100		Eef1d<em1(IMPC)Mbp>	50220058	HGNC:3211	EEF1D	
MGI:1913393	Eef1e1		Eef1e1		MP:0011101		Eef1e1<+>|Eef1e1<Gt(OST377244)Lex>	50221729	HGNC:3212	EEF1E1	
MGI:2137092	Eefsec		Eefsec		MP:0011100		Eefsec<em1(IMPC)Hmgu>	50229943	HGNC:24614	EEFSEC	
MGI:1919127	Efhc1		Efhc1		MP:0011069		Efhc1<tm1Kzy>	50230885	HGNC:16406	EFHC1	
MGI:2141969	Efl1		Efl1		MP:0011100		Efl1<em1(IMPC)Bay>	50220076	HGNC:25789	EFL1	
MGI:109196	Efnb3		Efnb3		MP:0011101		Efnb3<lltw>	50220075	HGNC:3228	EFNB3	
MGI:1336880	Eftud2		Eftud2		MP:0011100		Eftud2<tm1b(KOMP)Wtsi>	50229140	HGNC:30858	EFTUD2	
MGI:95294	Egfr		Egfr		MP:0011100,MP:0011101		Egfr<Wa5>|Egfr<tm2(EGFR)Wag>	50220078	HGNC:3236	EGFR	
MGI:1932286	Egln1		Egln1		MP:0011100		Egln1<tm1.2Brei>	50220079	HGNC:1232	EGLN1	
MGI:2667252	Ehbp1		Ehbp1		MP:0011100		Ehbp1<em1(IMPC)J>	50221569	HGNC:29144	EHBP1	
MGI:3612340	Ehbp1l1		Ehbp1l1		MP:0011100		Ehbp1l1<tm1a(EUCOMM)Wtsi>	50223900	HGNC:30682	EHBP1L1	
MGI:1924933	Ehmt1		Ehmt1		MP:0011100		Ehmt1<tm1b(EUCOMM)Hmgu>	50227909	HGNC:24650	EHMT1	
MGI:2148922	Ehmt2		Ehmt2		MP:0011100		Ehmt2<tm1.1(KOMP)Mbp>	50217674	HGNC:14129	EHMT2	
MGI:1924095	Eid2b		Eid2b		MP:0011100		Eid2b<em1(IMPC)J>	50233951	HGNC:26796	EID2B	
MGI:1917110	Eif1ad		Eif1ad		MP:0011100		Eif1ad<tm1b(EUCOMM)Hmgu>	50230838	HGNC:28147	EIF1AD	
MGI:1341830	Eif2ak3		Eif2ak3		MP:0011101		Eif2ak3<tm1Drc>	50224996	HGNC:3255	EIF2AK3	
MGI:1313286	Eif2b3		Eif2b3		MP:0011100		Eif2b3<tm1b(EUCOMM)Hmgu>	50230763	HGNC:3259	EIF2B3	
MGI:95299	Eif2s1		Eif2s1		MP:0011100		Eif2s1<em1(IMPC)Mbp>	50220083	HGNC:3265	EIF2S1	
MGI:1914454	Eif2s2		Eif2s2		MP:0011100		Eif2s2<em3(IMPC)Bay>	50228952	HGNC:3266	EIF2S2	
MGI:99257	Eif3e		Eif3e		MP:0011100		Eif3e<em1(IMPC)Bay>	50220090	HGNC:3277	EIF3E	
MGI:1913335	Eif3f		Eif3f		MP:0011100,MP:0011101		Eif3f<em1(IMPC)Hmgu>|Eif3f<tm1(KOMP)Vlcg>|Eif3f<+>	50227579	HGNC:3275	EIF3F	
MGI:1915385	Eif3h		Eif3h		MP:0011100		Eif3h<tm1a(EUCOMM)Hmgu>	50220085	HGNC:3273	EIF3H	
MGI:1921080	Eif3k		Eif3k		MP:0011100		Eif3k<em1(IMPC)Hmgu>	50229720	HGNC:24656	EIF3K	
MGI:1351744	Eif3m		Eif3m		MP:0011100		Eif3m<tm1Nju>|Eif3m<tm1.1Nju>	50220378	HGNC:24460	EIF3M	
MGI:95304	Eif4b		Eif4b		MP:0011100		Eif4b<em1(IMPC)J>	50220094	HGNC:3285	EIF4B	
MGI:95305	Eif4e		Eif4e		MP:0011100		Eif4e<tm1b(EUCOMM)Hmgu>	50220095	HGNC:3287	EIF4E	
MGI:2384784	Eif4g1		Eif4g1		MP:0011100		Eif4g1<em1(IMPC)Hmgu>	50220857	HGNC:3296	EIF4G1	
MGI:109207	Eif4g2		Eif4g2		MP:0011100		Eif4g2<tm1b(KOMP)Wtsi>	50220098	HGNC:3297	EIF4G2	
MGI:1341822	Eif4h		Eif4h		MP:0011100		Eif4h<tm1b(EUCOMM)Wtsi>	50228529	HGNC:12741	EIF4H	
MGI:2441772	Eif5b		Eif5b		MP:0011100		Eif5b<em1(IMPC)J>	50223446	HGNC:30793	EIF5B	
MGI:1289332	Eipr1		Eipr1		MP:0011100		Eipr1<em1(IMPC)J>	50228307	HGNC:12383	EIPR1	
MGI:1890496	Elac2		Elac2		MP:0011100		Elac2<tm1b(EUCOMM)Wtsi>	50223674	HGNC:14198	ELAC2	
MGI:1100851	Elavl1		Elavl1		MP:0011100		Elavl1<tm1.1Thla>|Elavl1<tm1b(EUCOMM)Hmgu>	50220108	HGNC:3312	ELAVL1	
MGI:1100887	Elavl2		Elavl2		MP:0011100		Elavl2<em1(IMPC)J>	50231291	HGNC:3313	ELAVL2	
MGI:1351315	Eloa		Eloa		MP:0011100		Eloa<em1(IMPC)Mbp>	50221253	HGNC:11620	ELOA	
MGI:1913376	Elof1		Elof1		MP:0011100		Elof1<tm1.1(KOMP)Vlcg>	50230925	HGNC:28691	ELOF1	
MGI:1914544	Elp1		Elp1		MP:0011100		Elp1<tm1a(KOMP)Wtsi>	50223236	HGNC:5959	ELP1	
MGI:1925016	Elp4		Elp4		MP:0011100		Elp4<em1(IMPC)Bay>|Elp4<em1(IMPC)Tcp>	50221905	HGNC:1171	ELP4	
MGI:1919349	Elp6		Elp6		MP:0011100		Elp6<em1(IMPC)J>	50227645	HGNC:25976	ELP6	
MGI:1913337	Emc3		Emc3		MP:0011100		Emc3<tm1b(EUCOMM)Wtsi>	50224220	HGNC:23999	EMC3	
MGI:1915282	Emc4		Emc4		MP:0011100		Emc4<tm1(KOMP)Wtsi>	50228255	HGNC:28032	EMC4	
MGI:1913298	Emc6		Emc6		MP:0011100		Emc6<tm1.1(KOMP)Vlcg>	50228256	HGNC:28430	EMC6	
MGI:1920274	Emc7		Emc7		MP:0010770		Emc7<tm1Lex>	50220120	HGNC:24301	EMC7	
MGI:1343095	Emc8		Emc8		MP:0011100		Emc8<tm1b(EUCOMM)Hmgu>	50219123	HGNC:7864	EMC8	
MGI:1315195	Emg1		Emg1		MP:0011100		Emg1<tm1.1(KOMP)Wtsi>	50229967	HGNC:16912	EMG1	
MGI:1924203	Emsy		Emsy		MP:0011100		Emsy<em1(IMPC)Ccpcz>	50222068	HGNC:18071	EMSY	
MGI:95392	Eng		Eng		MP:0011100		Eng<em1(IMPC)Mbp>	50232903	HGNC:3349	ENG	
MGI:1916888	Enho		Enho		MP:0001260		Enho<tm1.1Butl>	50233964	HGNC:24838	ENHO	
MGI:1321390	Enpp2		Enpp2		MP:0011100		Enpp2<tm1Lex>	50217605	HGNC:3357	ENPP2	
MGI:1891189	Ensa		Ensa		MP:0011101		Ensa<tm1a(EUCOMM)Hmgu>	50220139	HGNC:3360	ENSA	
MGI:1919286	Eny2		Eny2		MP:0011100		Eny2<em1(IMPC)Bay>	50220285	HGNC:24449	ENY2	
MGI:1201683	Eomes		Eomes		MP:0011100		Eomes<tm1b(EUCOMM)Wtsi>	50220142	HGNC:3372	EOMES	
MGI:1276124	Ep400		Ep400		MP:0011100		Ep400<tm1b(EUCOMM)Hmgu>	50226373	HGNC:11958	EP400	
MGI:109169	Epas1		Epas1		MP:0011100,MP:0011101		Epas1<tm1Pec>|Epas1<tm1b(EUCOMM)Hmgu>	50220147	HGNC:3374	EPAS1	
MGI:1278321	Epc2		Epc2		MP:0011100		Epc2<tm1b(EUCOMM)Wtsi>	50230665	HGNC:24543	EPC2	
MGI:104757	Ephb4		Ephb4		MP:0011100		Ephb4<em1(IMPC)Bay>	50218357	HGNC:3395	EPHB4	
MGI:1341085	Epm2a		Epm2a		MP:0001260		Epm2a<tm1Kzy>	50225770	HGNC:3413	EPM2A	
MGI:95408	Epor		Epor		MP:0011100		Epor<tm1.1(EPOR)Jtp>|Epor<tm1.3(EPOR*)Jtp>	50232182	HGNC:3416	EPOR	
MGI:97838	Eprs1		Eprs1		MP:0011100		Eprs1<tm1b(EUCOMM)Hmgu>	50220157	HGNC:3418	EPRS1	
MGI:104583	Eps15		Eps15		MP:0001260		Eps15<tm1a(KOMP)Wtsi>	50226796	HGNC:3419	EPS15	
MGI:1889295	Eral1		Eral1		MP:0011100		Eral1<em1(IMPC)Bay>	50226285	HGNC:3424	ERAL1	
MGI:95410	Erbb2		Erbb2		MP:0002080,MP:0011100		Erbb2<tm1b(EUCOMM)Hmgu>|Erbb2<tm8(Erbb2)Mul>	50229299	HGNC:3430	ERBB2	
MGI:2151013	Erc1		Erc1		MP:0008762,MP:0011100		Erc1<Gt(RRF343)Byg>|Erc1<tm1b(EUCOMM)Hmgu>	50226405	HGNC:17072	ERC1	
MGI:95414	Ercc3		Ercc3		MP:0011100		Ercc3<tm1b(NCOM)Mfgc>	50228947	HGNC:3435	ERCC3	
MGI:1354163	Ercc4		Ercc4		MP:0011100		Ercc4<em1(IMPC)J>	50220630	HGNC:3436	ERCC4	
MGI:103582	Ercc5		Ercc5		MP:0011100		Ercc5<tm2b(EUCOMM)Hmgu>	50229733	HGNC:3437	ERCC5	
MGI:109637	Erf		Erf		MP:0011100		Erf<tm1.1(KOMP)Mbp>	50221315	HGNC:3444	ERF	
MGI:95415	Erg		Erg		MP:0011100		Erg<em1(IMPC)Bay>	50220169	HGNC:3446	ERG	
MGI:1914708	Ergic1		Ergic1		MP:0011100		Ergic1<em1(IMPC)J>	50229897	HGNC:29205	ERGIC1	
MGI:1352467	Esr1		Esr1		MP:0001260		Esr1<tm1.1Gust>|Esr1<tm1Geog>|Esr1<tm1Ksk>|Esr1<tm4.2Ksk>	50220163	HGNC:3467	ESR1	
MGI:109392	Esr2		Esr2		MP:0001260		Esr2<tm1Unc>	50220164	HGNC:3468	ESR2	
MGI:1917326	Esrp1		Esrp1		MP:0011100		Esrp1<em1(IMPC)Mbp>	50225261	HGNC:25966	ESRP1	
MGI:106092	Etfa		Etfa		MP:0011100		Etfa<em1(IMPC)J>	50218068	HGNC:3481	ETFA	
MGI:106098	Etfb		Etfb		MP:0011100		Etfb<em1(IMPC)Hmgu>	50228645	HGNC:3482	ETFB	
MGI:106100	Etfdh		Etfdh		MP:0011100		Etfdh<tm1b(EUCOMM)Hmgu>	50220323	HGNC:3483	ETFDH	
MGI:95455	Ets1		Ets1		MP:0011101		Ets1<tm1.1Dds>	50218417	HGNC:3488	ETS1	
MGI:109336	Etv6		Etv6		MP:0011100		Etv6<em1(IMPC)Rbrc>	50223035	HGNC:3495	ETV6	
MGI:99960	Ewsr1		Ewsr1		MP:0011100		Ewsr1<tm1b(EUCOMM)Wtsi>	50220834	HGNC:3508	EWSR1	
MGI:2445020	Exoc1		Exoc1		MP:0011100		Exoc1<em1(IMPC)Mbp>	50225575	HGNC:30380	EXOC1	
MGI:1913732	Exoc2		Exoc2		MP:0011100		Exoc2<em1(IMPC)J>	50225576	HGNC:24968	EXOC2	
MGI:1921713	Exoc3l2		Exoc3l2		MP:0011100		Exoc3l2<em1(IMPC)J>|Exoc3l2<tm1b(KOMP)Wtsi>	50220283	HGNC:30162	EXOC3L2	
MGI:1921363	Exoc3l4		Exoc3l4		MP:0011100		Exoc3l4<em1(IMPC)J>	50227538	HGNC:20120	EXOC3L4	
MGI:1096376	Exoc4		Exoc4		MP:0011100		Exoc4<em1(IMPC)J>	50226707	HGNC:30389	EXOC4	
MGI:1923164	Exoc6b		Exoc6b		MP:0011100		Exoc6b<em1(IMPC)Hmgu>	50220416	HGNC:17085	EXOC6B	
MGI:1859270	Exoc7		Exoc7		MP:0011100		Exoc7<em1(IMPC)Bay>	50230787	HGNC:23214	EXOC7	
MGI:2142527	Exoc8		Exoc8		MP:0011100		Exoc8<tm1.1(KOMP)Vlcg>	50230371	HGNC:24659	EXOC8	
MGI:1913833	Exosc1		Exosc1		MP:0011100		Exosc1<em1(IMPC)J>	50232288	HGNC:17286	EXOSC1	
MGI:2385133	Exosc2		Exosc2		MP:0011100		Exosc2<em1(IMPC)J>	50220479	HGNC:17097	EXOSC2	
MGI:1913612	Exosc3		Exosc3		MP:0011100		Exosc3<tm1.1(KOMP)Vlcg>	50221371	HGNC:17944	EXOSC3	
MGI:1913696	Exosc7		Exosc7		MP:0011100		Exosc7<em1(IMPC)Bay>	50229718	HGNC:28112	EXOSC7	
MGI:1916889	Exosc8		Exosc8		MP:0011100		Exosc8<tm1.1(KOMP)Vlcg>	50224802	HGNC:17035	EXOSC8	
MGI:894663	Ext1		Ext1		MP:0008762		Ext1<tm1.2Vcs>	50221597	HGNC:3512	EXT1	
MGI:1860765	Extl3		Extl3		MP:0011100		Extl3<em1(IMPC)Mbp>	50217781	HGNC:3518	EXTL3	
MGI:1337104	Eya4		Eya4		MP:0011100		Eya4<tm1b(KOMP)Wtsi>	50223974	HGNC:3522	EYA4	
MGI:107940	Ezh2		Ezh2		MP:0001260		Ezh2<em1Jbn>|Ezh2<+>|Ezh2<em1Jiaf>|Ezh2<+>	50220286	HGNC:3527	EZH2	
MGI:98931	Ezr		Ezr		MP:0011100		Ezr<tm2a(EUCOMM)Wtsi>	50218444	HGNC:12691	EZR	
MGI:103107	F10		F10		MP:0011100		F10<tm1b(EUCOMM)Hmgu>	50221805	HGNC:3528	F10	
MGI:101802	F2r		F2r		MP:0001260		F2r<tm1Ajc>	50224945	HGNC:3537	F2R	
MGI:109324	Fadd		Fadd		MP:0008762,MP:0011100		Fadd<tm1.1Mpa>|Fadd<tm1e.1(KOMP)Wtsi>	50232114	HGNC:3573	FADD	
MGI:1923827	Faf2		Faf2		MP:0011100		Faf2<em1(IMPC)Mbp>	50223729	HGNC:24666	FAF2	
MGI:95482	Fah		Fah		MP:0011100		Fah<em1(IMPC)Mbp>	50220906	HGNC:3579	FAH	
MGI:2684939	Fam170a		Fam170a		MP:0001260		Fam170a<em1Osb>	50234022	HGNC:27963	FAM170A	
MGI:1289174	Fam204a		Fam204a		MP:0011100		Fam204a<em1(IMPC)J>	50231480	HGNC:25794	FAM204A	
MGI:1914000	Fam210a		Fam210a		MP:0011100		Fam210a<tm1b(EUCOMM)Wtsi>	50220566	HGNC:28346	FAM210A	
MGI:1915172	Fam32a		Fam32a		MP:0011100		Fam32a<em1(IMPC)Mbp>	50220581	HGNC:24563	FAM32A	
MGI:2448480	Fancd2		Fancd2		MP:0011100,MP:0011101		Fancd2<em1(IMPC)Hmgu>|Fancd2<em1Tzh>	50231728	HGNC:3585	FANCD2	
MGI:1917205	Fars2		Fars2		MP:0011100		Fars2<em1(IMPC)J>	50230533	HGNC:21062	FARS2	
MGI:1913840	Farsa		Farsa		MP:0011100		Farsa<tm2a(EUCOMM)Wtsi>	50220632	HGNC:3592	FARSA	
MGI:95484	Fas		Fas		MP:0001260		Fas<lpr>	50232047	HGNC:11920	FAS	
MGI:95485	Fasn		Fasn		MP:0011101		Fasn<+>|Fasn<tm1Schi>|Fasn<tm1Schi>|Fasn<+>	50220633	HGNC:3594	FASN	
MGI:2139469	Fastkd5		Fastkd5		MP:0011100		Fastkd5<tm1.1(KOMP)Vlcg>	50234067	HGNC:25790	FASTKD5	
MGI:1923382	Faxc		Faxc		MP:0011100		Faxc<em1(IMPC)J>	50222577	HGNC:20742	FAXC	
MGI:95486	Fbl		Fbl		MP:0011101		Fbl<Gt(pGT1-3)1Jca>|Fbl<+>	50220812	HGNC:3599	FBL	
MGI:104648	Fbrs		Fbrs		MP:0011100		Fbrs<em1(IMPC)J>	50232619	HGNC:20442	FBRS	
MGI:2147134	Fbxo11		Fbxo11		MP:0011100		Fbxo11<tm2b(EUCOMM)Wtsi>	50221147	HGNC:13590	FBXO11	
MGI:1929084	Fbxo3		Fbxo3		MP:0011100		Fbxo3<em1(IMPC)J>	50229833	HGNC:13582	FBXO3	
MGI:2444639	Fbxo38		Fbxo38		MP:0011101		Fbxo38<em1Crmk>	50221275	HGNC:28844	FBXO38	
MGI:1924992	Fbxo42		Fbxo42		MP:0011100		Fbxo42<em1(IMPC)J>	50229186	HGNC:29249	FBXO42	
MGI:1914391	Fbxo5		Fbxo5		MP:0011100		Fbxo5<em1(IMPC)Mbp>	50220122	HGNC:13584	FBXO5	
MGI:2443324	Fbxw16		Fbxw16		MP:0011100		Fbxw16<em1(IMPC)Ccpcz>	50234092	HGNC:20729	FBXW12	
MGI:1915878	Fbxw9		Fbxw9		MP:0008024,MP:0011100		Fbxw9<tm1a(EUCOMM)Wtsi>	50226753	HGNC:28136	FBXW9	
MGI:3505790	Fcho2		Fcho2		MP:0011100		Fcho2<tm1b(EUCOMM)Hmgu>	50218276	HGNC:25180	FCHO2	
MGI:102706	Fdft1		Fdft1		MP:0011100		Fdft1<tm1a(KOMP)Wtsi>	50226729	HGNC:3629	FDFT1	
MGI:103224	Fdx1		Fdx1		MP:0011100		Fdx1<tm1b(EUCOMM)Wtsi>	50223399	HGNC:3638	FDX1	
MGI:104724	Fdxr		Fdxr		MP:0011100		Fdxr<em1(IMPC)Bay>	50232781	HGNC:3642	FDXR	
MGI:95513	Fech		Fech		MP:0011101		Fech<tm1.1(FECH*)Emi>|Fech<m1Pas>	50219875	HGNC:3647	FECH	
MGI:2147790	Fermt3		Fermt3		MP:0011100		Fermt3<tm1b(KOMP)Wtsi>	50223860	HGNC:23151	FERMT3	
MGI:2441731	Ffar2		Ffar2		MP:0001260		Ffar2<tm2Lex>	50232006	HGNC:4501	FFAR2	
MGI:2443369	Fgd5		Fgd5		MP:0011100		Fgd5<em1(IMPC)Mbp>	50221762	HGNC:19117	FGD5	
MGI:1099809	Fgf10		Fgf10		MP:0011100		Fgf10<tm1b(EUCOMM)Wtsi>	50219367	HGNC:3666	FGF10	
MGI:1096383	Fgf15		Fgf15		MP:0011100		Fgf15<tm1.1(KOMP)Vlcg>	50231705	HGNC:3675	FGF19	
MGI:1861377	Fgf21		Fgf21		MP:0001260		Fgf21<tm1Emf>|Fgf21<tm1Nit>	50232024	HGNC:3678	FGF21	
MGI:95517	Fgf3		Fgf3		MP:0011100		Fgf3<tm4b(EUCOMM)Hmgu>	50223060	HGNC:3681	FGF3	
MGI:95518	Fgf4		Fgf4		MP:0002080,MP:0011100		Fgf4<em1(IMPC)H>|Fgf4<tm2Mrc>	50221563	HGNC:3682	FGF4	
MGI:99604	Fgf8		Fgf8		MP:0002080,MP:0011100,MP:0011101		Fgf8<tm1.1Mrt>|Fgf8<tm1.2Mrt>|Fgf8<tm1Mrc>|Fgf8<tm1b(KOMP)Wtsi>	50217154	HGNC:3686	FGF8	
MGI:104723	Fgf9		Fgf9		MP:0011100		Fgf9<tm1b(KOMP)Wtsi>	50227462	HGNC:3687	FGF9	
MGI:95522	Fgfr1		Fgfr1		MP:0011100,MP:0011101		Fgfr1<tm1.1(KOMP)Vlcg>|Fgfr1<tm2Jrt>|Fgfr1<tm1Jrt>|Fgfr1<tm5Jrt>	50218220	HGNC:3688	FGFR1	
MGI:1914779	Fgfr1op2		Fgfr1op2		MP:0011100		Fgfr1op2<em1(IMPC)Mbp>	50229192	HGNC:23098	FGFR1OP2	
MGI:102795	Fgl1		Fgl1		MP:0001260		Fgl1<tm1Cuko>	50221773	HGNC:3695	FGL1	
MGI:2444746	Fhip1a		Fhip1a		MP:0011100		Fhip1a<tm1b(EUCOMM)Wtsi>	50220536	HGNC:34237	FHIP1A	
MGI:1925847	Fhod3		Fhod3		MP:0011100		Fhod3<em1(IMPC)Mbp>	50226300	HGNC:26178	FHOD3	
MGI:1890647	Fign		Fign		MP:0011101		Fign<tm1Frk>	50229641	HGNC:13285	FIGN	
MGI:1890648	Fignl1		Fignl1		MP:0011100		Fignl1<em1(IMPC)Wtsi>	50221059	HGNC:13286	FIGNL1	
MGI:3590554	Firrm		Firrm		MP:0011100		Firrm<tm1b(EUCOMM)Hmgu>	50221420	HGNC:25565	FIRRM	
