MouseMGIID	MarkerSymbol	MarkerName	MouseSymbol	MouseName	MP_ID	MP_Term	AlleleAccID	HomologyClusterID	HumanNCBIorMGIID	HumanSymbol	HumanName
MGI:1859252	Fmn2		Fmn2		MP:0001923		Fmn2<tm1Led>	50223934	HGNC:14074	FMN2	
MGI:1347476	Foxa2		Foxa2		MP:0001923		Foxa2<tm1Dnl>|Foxa2<+>	50217619	HGNC:5022	FOXA2	
MGI:1347477	Foxa3		Foxa3		MP:0001922		Foxa3<tm1Khk>	50220341	HGNC:5023	FOXA3	
MGI:1347474	Foxj1		Foxj1		MP:0001924		Foxj1<tm1Bph>	50222211	HGNC:3816	FOXJ1	
MGI:1349428	Foxl2		Foxl2		MP:0001923		Foxl2<tm1Tre>|Foxl2<+>	50222413	HGNC:1092	FOXL2	
MGI:102949	Foxn1		Foxn1		MP:0001922,MP:0001923		Foxn1<nu-2J>|Foxn1<nu>	50224751	HGNC:12765	FOXN1	
MGI:1890081	Foxo3		Foxo3		MP:0001923		Foxo3<tm1.1Rdp>	50220858	HGNC:3821	FOXO3	
MGI:1916742	Frey1		Frey1		MP:0001922		Frey1<em1Osb>	50234138	HGNC:37213	FREY1	
MGI:95583	Fshr		Fshr		MP:0001922,MP:0001923		Fshr<+>|Fshr<tm1Saco>|Fshr<tm1Saco>|Fshr<tm1Saco>|Fshr<+>	50222685	HGNC:3969	FSHR	
MGI:95586	Fst		Fst		MP:0001923		Fst<tm1Alsc>	50218380	HGNC:3971	FST	
MGI:1353633	Fus		Fus		MP:0001923		Fus<tm1(DDIT3)Dron>	50230746	HGNC:4010	FUS	
MGI:1196625	Fzd1		Fzd1		MP:0001923		Fzd1<tm1.1Boer>	50222460	HGNC:4038	FZD1	
MGI:1860139	Gabbr1		Gabbr1		MP:0001923		Gabbr1<tm1Bet>	50222477	HGNC:4070	GABBR1	
MGI:95621	Gabrb3		Gabrb3		MP:0001922		Gabrb3<+>|Gabrb3<tm1.1Rmac>	50232503	HGNC:4083	GABRB3	
MGI:95623	Gabrg2		Gabrg2		MP:0001922		Gabrg2<tm1Geh>|Gabrg2<+>	50225927	HGNC:4087	GABRG2	
MGI:1346325	Gadd45g		Gadd45g		MP:0001924		Gadd45g<tm1Jni>|Gadd45g<tm1Mhol>	50222485	HGNC:4097	GADD45G	
MGI:95638	Galt		Galt		MP:0001923		Galt<Gt(E285B04)Wrst>	50230322	HGNC:4135	GALT	
MGI:1098221	Gamt		Gamt		MP:0001922		Gamt<tm1Isb>	50229930	HGNC:4136	GAMT	
MGI:2141439	Garin1a		Garin1a		MP:0001922		Garin1a<em1Osb>	50234172	HGNC:27998	GARIN1A	
MGI:1922788	Garin5a		Garin5a		MP:0001922		Garin5a<em1Osb>	50234177	HGNC:25107	GARIN5A	
MGI:3045311	Garin5b		Garin5b		MP:0001922		Garin5b<em1Osb>	50234178	HGNC:25278	GARIN5B	
MGI:95657	Gas2		Gas2		MP:0001923		Gas2<tm1(GFP/cre/ERT2)Pzg>	50222507	HGNC:4167	GAS2	
MGI:109497	Gata5		Gata5		MP:0001923		Gata5<tm1Eno>	50218470	HGNC:15802	GATA5	
MGI:2654325	Gba2		Gba2		MP:0001922		Gba2<tm1Rus>	50232110	HGNC:18986	GBA2	
MGI:95688	Gdf5		Gdf5		MP:0001922		Gdf5<bp-4J>	50217762	HGNC:4220	GDF5	
MGI:98857	Gfus		Gfus		MP:0001924		Gfus<tm1Jbl>	50222620	HGNC:12390	GFUS	
MGI:95706	Ggt1		Ggt1		MP:0001924		Ggt1<dwg>	50222622	HGNC:4250	GGT1	
MGI:95706	Ggt1		Ggt1		MP:0001924		Ggt1<dwg>	50222622	HGNC:4251	GGT2P	
MGI:95706	Ggt1		Ggt1		MP:0001924		Ggt1<dwg>	50222622	HGNC:4252	GGT3P	
MGI:95706	Ggt1		Ggt1		MP:0001924		Ggt1<dwg>	50222622	HGNC:16437	GGTLC1	
MGI:95706	Ggt1		Ggt1		MP:0001924		Ggt1<dwg>	50222622	HGNC:18596	GGTLC2	
MGI:95706	Ggt1		Ggt1		MP:0001924		Ggt1<dwg>	50222622	HGNC:33426	GGTLC3	
MGI:95707	Gh		Gh		MP:0001923		Gh<Sma1>|Gh<Sma1>|Gh<+>	50222625	HGNC:4261	GH1	
MGI:95707	Gh		Gh		MP:0001923		Gh<Sma1>|Gh<Sma1>|Gh<+>	50222625	HGNC:4262	GH2	
MGI:95708	Ghr		Ghr		MP:0001922		Ghr<tm1Jjk>	50222627	HGNC:4263	GHR	
MGI:95710	Ghrhr		Ghrhr		MP:0001922		Ghrhr<lit>	50222628	HGNC:4266	GHRHR	
MGI:95713	Gja1		Gja1		MP:0001923		Gja1<M1Jrt>|Gja1<+>|Gja1<tm2(Gjb1)Kwi>	50219279	HGNC:4274	GJA1	
MGI:95751	Glrb		Glrb		MP:0001922		Glrb<spa>	50217663	HGNC:4329	GLRB	
MGI:1345156	Gmcl1		Gmcl1		MP:0001922		Gmcl1<Gt(OST6847)Lex>|Gmcl1<tm1Nkn>	50222605	HGNC:23843	GMCL1	
MGI:1345156	Gmcl1		Gmcl1		MP:0001922		Gmcl1<Gt(OST6847)Lex>|Gmcl1<tm1Nkn>	50222605	HGNC:19717	GMCL2	
MGI:95775	Gnao1		Gnao1		MP:0001924		Gnao1<tm1Lbi>	50222494	HGNC:4389	GNAO1	
MGI:1925616	Gng13		Gng13		MP:0001924		Gng13<tm1(KOMP)Vlcg>	50222674	HGNC:14131	GNG13	
MGI:95790	Gnrhr		Gnrhr		MP:0001923		Gnrhr<tm1(GNRHR1)Xen>|Gnrhr<tm2.1(GNRHR)Djb>	50222676	HGNC:4421	GNRHR	
MGI:101908	Gpr3		Gpr3		MP:0001923		Gpr3<tm1Cled>	50222710	HGNC:4484	GPR3	
MGI:104767	Gpx4		Gpx4		MP:0001922		Gpx4<tm4Marc>|Gpx4<+>	50218443	HGNC:4556	GPX4	
MGI:104886	Gpx5		Gpx5		MP:0001922		Gpx5<tm1115.2Arte>	50232083	HGNC:4557	GPX5	
MGI:2149712	Greb1		Greb1		MP:0001923		Greb1<em1Rkom>	50223081	HGNC:24885	GREB1	
MGI:1344367	Grem2		Grem2		MP:0001923		Grem2<em1Stpg>	50222730	HGNC:17655	GREM2	
MGI:95810	Gria3		Gria3		MP:0001922		Gria3<tm1Zpj>	50222655	HGNC:4573	GRIA3	
MGI:95813	Grid2		Grid2		MP:0001922,MP:0001923		Grid2<ho-8J>|Grid2<ho-Jwg>	50222657	HGNC:4576	GRID2	
MGI:95819	Grin1		Grin1		MP:0001922		Grin1<tm1Bhk>	50224685	HGNC:4584	GRIN1	
MGI:1351338	Grm1		Grm1		MP:0001923		Grm1<crv4>	50222081	HGNC:4593	GRM1	
MGI:1351344	Grm7		Grm7		MP:0001922		Grm7<tm1Nak>	50232921	HGNC:4599	GRM7	
MGI:95842	Gsx1		Gsx1		MP:0001924		Gsx1<tm1Ssp>	50222747	HGNC:20374	GSX1	
MGI:1202722	Gtf2i		Gtf2i		MP:0001922,MP:0001923		Gtf2i<tm1Vcam>	50234278	HGNC:4659	GTF2I	
MGI:1917319	H1f7		H1f7		MP:0001922		H1f7<tm1Idvd>	50234288	HGNC:24893	H1-7	
MGI:1097686	H3f3a		H3f3a		MP:0001922,MP:0001923		H3f3a<Gt(ROSABetageo)14E7Ev>|H3f3a<tm1.2Mnn>	50220898	HGNC:4764	H3-3A	
MGI:1101768	H3f3b		H3f3b		MP:0001923		H3f3b<tm1.1Psk>	50220897	HGNC:4765	H3-3B	
MGI:1097686|MGI:1101768	H3f3a|H3f3b		H3f3a|H3f3b		MP:0001922,MP:0001923		H3f3a<Gt(ROSABetageo)14E7Ev>|H3f3a<tm1.2Mnn>|H3f3b<tm1.1Psk>	50220897|50220898	HGNC:33164	H3-5	
MGI:96009	Hadh		Hadh		MP:0001922		Hadh<em1Jgao>	50222805	HGNC:4799	HADH	
MGI:1298210	Hcn2		Hcn2		MP:0001924		Hcn2<ap>	50222819	HGNC:4846	HCN2	
MGI:103234	Herc2		Herc2		MP:0001923		Herc2<J>	50221623	HGNC:4868	HERC2	
MGI:1914595	Herc4		Herc4		MP:0001922		Herc4<Gt(RRH224)Byg>	50232146	HGNC:24521	HERC4	
MGI:3036246	Hfm1		Hfm1		MP:0001924		Hfm1<Gt(OST347241)Lex>	50226692	HGNC:20193	HFM1	
MGI:1099804	Hip1		Hip1		MP:0001922		Hip1<tm3Tsr>	50221130	HGNC:4913	HIP1	
MGI:101761	Hmga2		Hmga2		MP:0001924		Hmga2<pg>	50228954	HGNC:5009	HMGA2	
MGI:96157	Hmgb2		Hmgb2		MP:0001922		Hmgb2<tm1Meb>	50222868	HGNC:5000	HMGB2	
MGI:104667	Hmmr		Hmmr		MP:0001923		Hmmr<tm1Plou>	50228780	HGNC:5012	HMMR	
MGI:96163	Hmox1		Hmox1		MP:0001924		Hmox1<tm1Poss>	50221338	HGNC:5013	HMOX1	
MGI:107160	Hmx3		Hmx3		MP:0001923		Hmx3<tm1Tlu>|Hmx3<tm2Tlu>	50222871	HGNC:5019	HMX3	
MGI:98504	Hnf1a		Hnf1a		MP:0001924		Hnf1a<tm1.1Ylee>|Hnf1a<tm2Ylee>|Hnf1a<tm2Ylee>|Hnf1a<tm1.1Ylee>	50217254	HGNC:11621	HNF1A	
MGI:1925213	Hook1		Hook1		MP:0001922		Hook1<azh>	50227121	HGNC:19884	HOOK1	
MGI:96171	Hoxa10		Hoxa10		MP:0001922,MP:0001923		Hoxa10<tm1Ipc>|Hoxa10<tm1Rilm>	50222940	HGNC:5100	HOXA10	
MGI:96172	Hoxa11		Hoxa11		MP:0001922,MP:0001924		Hoxa11<tm1Mrc>|Hoxa11<tm1Ssp>	50222941	HGNC:5101	HOXA11	
MGI:96173	Hoxa13		Hoxa13		MP:0001924		Hoxa13<Hd>	50222943	HGNC:5102	HOXA13	
MGI:96205	Hoxd13		Hoxd13		MP:0001922		Hoxd13<tm1Ddu>|Hoxd13<spdh>	50222949	HGNC:5136	HOXD13	
MGI:105077	Hsd17b1		Hsd17b1		MP:0001923		Hsd17b1<tm1(KOMP)Vlcg>	50229320	HGNC:5210	HSD17B1	
MGI:107177	Hsd17b3		Hsd17b3		MP:0001922		Hsd17b3<tm1.2Mpo>	50230896	HGNC:5212	HSD17B3	
MGI:105089	Hsd17b4		Hsd17b4		MP:0001922		Hsd17b4<tm1Baes>	50219384	HGNC:5213	HSD17B4	
MGI:96239	Hsf2		Hsf2		MP:0001923		Hsf2<tm1Miv>|Hsf2<tm1Mmr>	50229323	HGNC:5225	HSF2	
MGI:1921627	Hsf2bp		Hsf2bp		MP:0001923		Hsf2bp<em2Amp>	50220962	HGNC:5226	HSF2BP	
MGI:107422	Hspa4l		Hspa4l		MP:0001922		Hspa4l<tm1Imad>	50221194	HGNC:17041	HSPA4L	
MGI:1917625	Ica1l		Ica1l		MP:0001922		Ica1l<em1Jxia>	50218551	HGNC:14442	ICA1L	
MGI:1915420	Iftap		Iftap		MP:0001922		Iftap<tm1b(KOMP)Wtsi>	50223673	HGNC:25142	IFTAP	
MGI:96432	Igf1		Igf1		MP:0001924		Igf1<tm2Arge>	50223145	HGNC:5464	IGF1	
MGI:96435	Igf2r		Igf2r		MP:0001922,MP:0001923		Igf2r<+>|Igf2r<tm1Arge>|Igf2r<+>|Igf2r<tm2Arge>|Igf2r<tm1Arge>|Igf2r<tm1Stw>|Igf2r<+>|Igf2r<tm2Arge>	50218991	HGNC:5467	IGF2R	
MGI:1338074	Ikbkg		Ikbkg		MP:0001923		Ikbkg<m1Btlr>|Ikbkg<+>	50222046	HGNC:5961	IKBKG	
MGI:107426	Il11ra1		Il11ra1		MP:0001923		Il11ra1<tm1Gos>	50221859	HGNC:5967	IL11RA	
MGI:96569	Inha		Inha		MP:0001923		Inha<em1Crah>	50227716	HGNC:6065	INHA	
MGI:96570	Inhba		Inhba		MP:0001923		Inhba<em2Iimcb>	50217181	HGNC:6066	INHBA	
MGI:96571	Inhbb		Inhbb		MP:0001923		Inhbb<tm1Jae>	50217182	HGNC:6067	INHBB	
MGI:103257	Inpp5b		Inpp5b		MP:0001922		Inpp5b<tm1Nbm>|Inpp5b<tm2.1Nbm>	50226094	HGNC:6077	INPP5B	
MGI:1346085	Insl5		Insl5		MP:0001922,MP:0001923		Insl5<tm1Imad>	50223987	HGNC:6088	INSL5	
MGI:1351595	Insl6		Insl6		MP:0001922		Insl6<tm1Imad>	50234516	HGNC:6089	INSL6	
MGI:1930787	Insm2		Insm2		MP:0001923		Insm2<em1Tcai>	50234517	HGNC:17539	INSM2	
MGI:1921517	Iqcf1		Iqcf1		MP:0001922		Iqcf1<em1Zdq>	50234524	HGNC:28607	IQCF1	
MGI:2685948	Irgc		Irgc		MP:0001922		Irgc<em1Osb>	50231953	HGNC:28835	IRGC	
MGI:109334	Irs2		Irs2		MP:0001922,MP:0001923		Irs2<tm1Mfw>	50224007	HGNC:6126	IRS2	
MGI:96612	Itgb3		Itgb3		MP:0001923		Itgb3<tm1Hyn>	50223988	HGNC:6156	ITGB3	
MGI:1916564	Izumo3		Izumo3		MP:0001922		Izumo3<tm1Osb>	50234548	HGNC:31421	IZUMO3	
MGI:104781	Kcnj6		Kcnj6		MP:0001922,MP:0001923		Kcnj6<wv>	50232653	HGNC:6267	KCNJ6	
MGI:2153182	Kcnn2		Kcnn2		MP:0001922		Kcnn2<fri>	50227634	HGNC:6291	KCNN2	
MGI:1923739	Kctd13		Kctd13		MP:0001922		Kctd13<em1Djla>	50230150	HGNC:22234	KCTD13	
MGI:1922855	Kdm5b		Kdm5b		MP:0001923		Kdm5b<Gt(RRO123)Byg>	50218240	HGNC:18039	KDM5B	
MGI:1914241	Khdc3		Khdc3		MP:0001923		Khdc3<tm1Dean>	50234594	HGNC:33699	KHDC3L	
MGI:2446977	Kif18a		Kif18a		MP:0001923,MP:0001924		Kif18a<gcd2>|Kif18a<tm1Zgwg>	50230687	HGNC:29441	KIF18A	
MGI:1098237	Kif9		Kif9		MP:0001922		Kif9<em1Osb>|Kif9<em2Osb>	50234607	HGNC:16666	KIF9	
MGI:2148793	Kiss1r		Kiss1r		MP:0001924		Kiss1r<Gt1Stei>	50224113	HGNC:4510	KISS1R	
MGI:96677	Kit		Kit		MP:0001922,MP:0001923,MP:0001924		Kit<W-1Bao>|Kit<+>|Kit<W-38J>|Kit<W-39J>|Kit<W-39J>|Kit<W-34J>|Kit<W-39J>|Kit<W-37J>|Kit<W-39J>|Kit<W-40J>|Kit<W-42J>|Kit<W-39J>|Kit<W-43J>|Kit<W-39J>|Kit<W-44J>|Kit<W-44J>|Kit<W-39J>|Kit<W-Btlr>|Kit<W-b>|Kit<W>|Kit<W-39J>|Kit<Wps>|Kit<tm1.1Bsm>|Kit<tm1Alf>|Kit<+>|Kit<tm1Bsm>	50219009	HGNC:6342	KIT	
MGI:96974	Kitl		Kitl		MP:0001922,MP:0001923,MP:0001924		Kitl<Sl-1Neu>|Kitl<Sl-2Neu>|Kitl<Sl-3Neu>|Kitl<Sl-d>|Kitl<Sl-m>|Kitl<Sl>|Kitl<Sl>|Kitl<Sl-d>|Kitl<tm3.1Pbes>	50224115	HGNC:6343	KITLG	
MGI:1101771	Kl		Kl		MP:0001924		Kl<kl>	50232536	HGNC:6344	KL	
MGI:1342773	Klf3		Klf3		MP:0001924		Klf3<tm1Merc>	50224118	HGNC:16516	KLF3	
MGI:96995	Kmt2a		Kmt2a		MP:0001923		Kmt2a<tm1Sjk>|Kmt2a<+>	50223744	HGNC:7132	KMT2A	
MGI:109565	Kmt2b		Kmt2b		MP:0001923		Kmt2b<tm2.1Afst>|Kmt2b<tm2.1Afst>|Kmt2b<+>	50224454	HGNC:15840	KMT2B	
MGI:2444959	Kmt2c		Kmt2c		MP:0001922,MP:0001923		Kmt2c<tm1.1Jwle>	50224453	HGNC:13726	KMT2C	
MGI:1924825	Kmt2e		Kmt2e		MP:0001923		Kmt2e<tm1.1Hjf>	50224455	HGNC:18541	KMT2E	
MGI:1100848	Kpna4		Kpna4		MP:0001922		Kpna4<tm1Maoka>	50228623	HGNC:6397	KPNA4	
MGI:2141165	Kpna7		Kpna7		MP:0001923		Kpna7<tm1.1Sgao>|Kpna7<tm1.1Sgao>|Kpna7<+>	50221838	HGNC:21839	KPNA7	
MGI:96705	Krt8		Krt8		MP:0001923		Krt8<tm1Rgo>	50218180	HGNC:6446	KRT8	
MGI:1336997	Lancl1		Lancl1		MP:0001922		Lancl1<tm1.1Pfw>	50231862	HGNC:6508	LANCL1	
MGI:1342270	Large1		Large1		MP:0001923		Large1<enr-Tg(MbpReg)36Pop>	50224150	HGNC:6511	LARGE1	
MGI:2138281	Lbr		Lbr		MP:0001923		Lbr<ic>	50225403	HGNC:6518	LBR	
MGI:96757	Lcn2		Lcn2		MP:0001923		Lcn2<tm1Mak>	50223952	HGNC:6526	LCN2	
MGI:1924954	Lcn9		Lcn9		MP:0001922		Lcn9<em2Osb>	50234828	HGNC:17442	LCN9	
MGI:96764	Ldhc		Ldhc		MP:0001922		Ldhc<tm1Erg>	50224165	HGNC:6544	LDHC	
MGI:104663	Lep		Lep		MP:0001922,MP:0001924		Lep<m1Yst>|Lep<ob>|Lep<tm1.2Gvcao>	50224174	HGNC:6553	LEP	
MGI:104993	Lepr		Lepr		MP:0001922,MP:0001923,MP:0001924		Lepr<Db-2Btlr>|Lepr<Db-Btlr>|Lepr<brta>|Lepr<db-3J>|Lepr<db-9J>|Lepr<m1Clo>|Lepr<m3Btlr>|Lepr<tm1.2Chua>|Lepr<tm1Chua>|Lepr<tm1Mgmj>|Lepr<tm2Yli>	50224776	HGNC:6554	LEPR	
MGI:1891468	Lgr4		Lgr4		MP:0001923,MP:0001924		Lgr4<Gt(pGT0TMpfs)1Wcs>|Lgr4<Gt(pU-21)1Kymm>	50232596	HGNC:13299	LGR4	
MGI:96782	Lhb		Lhb		MP:0001924		Lhb<tm1Kmr>	50222438	HGNC:6584	LHB	
MGI:96783	Lhcgr		Lhcgr		MP:0001922		Lhcgr<tm1Hht>	50222760	HGNC:6585	LHCGR	
MGI:2145236	Lhfpl2		Lhfpl2		MP:0001922		Lhfpl2<vgim>	50224186	HGNC:6588	LHFPL2	
MGI:102673	Lhx3		Lhx3		MP:0001922		Lhx3<tm1.1Sjr>	50224192	HGNC:6595	LHX3	
MGI:1316721	Lhx9		Lhx9		MP:0001924		Lhx9<tm1Lmgd>	50226987	HGNC:14222	LHX9	
MGI:1890546	Lin28a		Lin28a		MP:0001922,MP:0001923		Lin28a<tm1Egm>	50224196	HGNC:15986	LIN28A	
MGI:96790	Lipe		Lipe		MP:0001922		Lipe<tm1Gam>|Lipe<+>	50222972	HGNC:6621	LIPE	
MGI:96794	Lmna		Lmna		MP:0001922,MP:0001923,MP:0001924		Lmna<+>|Lmna<Dhe>|Lmna<tm1.1Otin>	50218631	HGNC:6636	LMNA	
MGI:1888519	Lmx1a		Lmx1a		MP:0001924		Lmx1a<dr-J>	50226512	HGNC:6653	LMX1A	
MGI:2441849	Lpp		Lpp		MP:0001923		Lpp<tm1Wjmv>	50221334	HGNC:6679	LPP	
MGI:1340044	Lrp8		Lrp8		MP:0001922		Lrp8<tm4Her>	50217439	HGNC:6700	LRP8	
MGI:1924118	Lrrc52		Lrrc52		MP:0001922		Lrrc52<tm1.1(KOMP)Vlcg>	50227560	HGNC:32156	LRRC52	
MGI:2652847	Lrrc8a		Lrrc8a		MP:0001924		Lrrc8a<tm1.1Geha>	50224253	HGNC:19027	LRRC8A	
MGI:1922228	Lrriq1		Lrriq1		MP:0001922		Lrriq1<em1Ysato>	50225997	HGNC:25708	LRRIQ1	
MGI:109347	Lum		Lum		MP:0001922		Lum<tm1Wwk>	50224265	HGNC:6724	LUM	
MGI:1934860	Lztfl1		Lztfl1		MP:0001922		Lztfl1<tm1e(KOMP)Wtsi>	50220879	HGNC:6741	LZTFL1	
MGI:104555	Mafb		Mafb		MP:0001922,MP:0001923		Mafb<kr>	50224138	HGNC:6408	MAFB	
MGI:1351648	Magel2		Magel2		MP:0001922		Magel2<tm1Stw>	50224290	HGNC:6814	MAGEL2	
MGI:99638	Mark2		Mark2		MP:0001923,MP:0001924		Mark2<Gt(pSABetageo)38Bss>	50221531	HGNC:3332	MARK2	
MGI:1927235	Mbtps1		Mbtps1		MP:0001923		Mbtps1<wrt>	50222687	HGNC:15456	MBTPS1	
MGI:2443308	Mcph1		Mcph1		MP:0001924		Mcph1<tm1.1Zqw>	50229971	HGNC:6954	MCPH1	
MGI:95457	Mecom		Mecom		MP:0001922,MP:0001923		Mecom<tm1Aspe>	50220279	HGNC:3498	MECOM	
MGI:102768	Mfge8		Mfge8		MP:0001922		Mfge8<Gt(KST227)Byg>|Mfge8<tm1Shur>	50223315	HGNC:7036	MFGE8	
MGI:2384904	Mfsd6l		Mfsd6l		MP:0001922		Mfsd6l<em1Fzh>	50229396	HGNC:26656	MFSD6L	
MGI:2384966	Mgat2		Mgat2		MP:0001923		Mgat2<tm1.1Jxm>	50230365	HGNC:7045	MGAT2	
MGI:2676877	Mir202		Mir202		MP:0001922		Mir202<em1Hncs>	50235116	HGNC:32080	MIR202	
MGI:3642801	Misfa		Misfa		MP:0001922		Misfa<em1Kei>|Misfa<em2Kei>|Misfa<em5Kei>	50235340	HGNC:44122	MISFA	
MGI:1351603	Mmel1		Mmel1		MP:0001922		Mmel1<tm1Ldg>	50232508	HGNC:14668	MMEL1	
MGI:101900	Mmp14		Mmp14		MP:0001924		Mmp14<m1Btlr>	50218337	HGNC:7160	MMP14	
MGI:97052	Mos		Mos		MP:0001923		Mos<tm1Ev>|Mos<tm1Gvw>|Mos<tm1Sia>	50219051	HGNC:7199	MOS	
MGI:2179733	Mpst		Mpst		MP:0001922		Mpst<+>|Mpst<tm1.1Nori>	50217025	HGNC:7223	MPST	
MGI:103177	Mpz		Mpz		MP:0001924		Mpz<ttrr>	50224892	HGNC:7225	MPZ	
MGI:1100512	Mre11a		Mre11a		MP:0001923		Mre11a<tm1Jpt>	50221392	HGNC:7230	MRE11	
MGI:1915317	Mrnip		Mrnip		MP:0001922		Mrnip<em1Nju>	50227101	HGNC:30817	MRNIP	
MGI:1099452	Mtm1		Mtm1		MP:0001922		Mtm1<tm1Itl>	50220745	HGNC:7448	MTM1	
MGI:1916075	Mtmr14		Mtmr14		MP:0001922		Mtmr14<tm1Ckq>	50221250	HGNC:26190	MTMR14	
MGI:97250	Myc		Myc		MP:0001923		Myc<+>|Myc<tm1Brd>	50219057	HGNC:7553	MYC	
MGI:104510	Myo7a		Myo7a		MP:0001922		Myo7a<sh1>	50224324	HGNC:7606	MYO7A	
MGI:1914080	Nacc1		Nacc1		MP:0001922,MP:0001923		Nacc1<tm1.1Jlwa>	50223050	HGNC:20967	NACC1	
MGI:1276533	Ncoa2		Ncoa2		MP:0001922,MP:0001923		Ncoa2<tm1.2Ipc>	50222739	HGNC:7669	NCOA2	
MGI:2385165	Ncoa5		Ncoa5		MP:0001922		Ncoa5<tm1Hxia>|Ncoa5<+>	50231352	HGNC:15909	NCOA5	
MGI:1929915	Ncoa6		Ncoa6		MP:0001922,MP:0001923		Ncoa6<tm1Hhs>|Ncoa6<+>	50222563	HGNC:15936	NCOA6	
MGI:1352499	Ndrg3		Ndrg3		MP:0001922		Ndrg3<+>|Ndrg3<em1Qshi>	50221175	HGNC:14462	NDRG3	
MGI:1920024	Neil1		Neil1		MP:0001924		Neil1<tm1Rsld>	50230741	HGNC:18448	NEIL1	
MGI:97303	Nek1		Nek1		MP:0001923		Nek1<kat-2J>|Nek1<kat>	50219457	HGNC:7744	NEK1	
MGI:1890645	Nek7		Nek7		MP:0001924		Nek7<M1Btlr>	50229235	HGNC:13386	NEK7	
MGI:2446113	Nemp1		Nemp1		MP:0001923		Nemp1<em1Hmc>	50226991	HGNC:29001	NEMP1	
MGI:97306	Nf1		Nf1		MP:0001922		Nf1<Mhdadsk9>|Nf1<+>	50221716	HGNC:7765	NF1	
MGI:108420	Nfe2l2		Nfe2l2		MP:0001922		Nfe2l2<tm1Ywk>	50224614	HGNC:7782	NFE2L2	
MGI:108056	Nfia		Nfia		MP:0001923		Nfia<tm1Rmg>	50226698	HGNC:7784	NFIA	
MGI:97324	Nhlh2		Nhlh2		MP:0001923		Nhlh2<tm1Irk>	50224735	HGNC:7818	NHLH2	
MGI:2135954	Nkd1		Nkd1		MP:0001922		Nkd1<tm1Tko>	50232053	HGNC:17045	NKD1	
MGI:97347	Nkx2-2		Nkx2-2		MP:0001922,MP:0001923		Nkx2-2<tm2.1Suss>	50223082	HGNC:7835	NKX2-2	
MGI:3041206	Nlrp2		Nlrp2		MP:0001923		Nlrp2<tm1.2Itl>	50232679	HGNC:22948	NLRP2	
MGI:2145528	Nlrp4f		Nlrp4f		MP:0001923		Nlrp4f<em1Lil>	50235553	HGNC:22943	NLRP4	
MGI:3041206	Nlrp2		Nlrp2		MP:0001923		Nlrp2<tm1.2Itl>	50232679	HGNC:22947	NLRP7	
MGI:97360	Nos1		Nos1		MP:0001923		Nos1<tm2Plh>	50224690	HGNC:7872	NOS1	
MGI:97362	Nos3		Nos3		MP:0001923		Nos3<tm1Plh>	50235565	HGNC:7876	NOS3	
MGI:1097712	Npc1		Npc1		MP:0001924		Npc1<m1N>	50223761	HGNC:7897	NPC1	
MGI:1890811	Npm2		Npm2		MP:0001923		Npm2<tm1Zuk>	50223884	HGNC:7930	NPM2	
MGI:97372	Npr2		Npr2		MP:0001922		Npr2<pwe>	50232842	HGNC:7944	NPR2	
MGI:2444210	Nr1d1		Nr1d1		MP:0001922,MP:0001923		Nr1d1<tm1.2Rev>|Nr1d1<tm1Ven>	50220032	HGNC:7962	NR1D1	
MGI:1352466	Nr2c2		Nr2c2		MP:0001922,MP:0001923		Nr2c2<tm1Chc>	50222560	HGNC:7972	NR2C2	
MGI:1100526	Nr2e1		Nr2e1		MP:0001923		Nr2e1<frc>	50221354	HGNC:7973	NR2E1	
MGI:1352452	Nr2f2		Nr2f2		MP:0001923		Nr2f2<tm1Tsa>|Nr2f2<+>|Nr2f2<tm2.1Tsa>	50219118	HGNC:7976	NR2F2	
MGI:1346833	Nr5a1		Nr5a1		MP:0001924		Nr5a1<tm1.1Hain>	50221760	HGNC:7983	NR5A1	
MGI:1346834	Nr5a2		Nr5a2		MP:0001923		Nr5a2<+>|Nr5a2<tm1Bel>	50221759	HGNC:7984	NR5A2	
MGI:1914372	Nrarp		Nrarp		MP:0001923		Nrarp<tm1Vlcg>	50221564	HGNC:33843	NRARP	
MGI:1861755	Nsmf		Nsmf		MP:0001922,MP:0001923		Nsmf<tm1a(KOMP)Wtsi>|Nsmf<tm1a(KOMP)Wtsi>|Nsmf<+>	50224600	HGNC:29843	NSMF	
MGI:1918168	Nsun7		Nsun7		MP:0001922		Nsun7<Ste5Jcs1>	50235588	HGNC:25857	NSUN7	
MGI:2144158	Nudcd3		Nudcd3		MP:0001924		Nudcd3<em1(IMPC)Wtsi>	50231109	HGNC:22208	NUDCD3	
MGI:894702	Numbl		Numbl		MP:0001923		Numbl<tm1Wmz>	50229926	HGNC:8061	NUMBL	
MGI:2143854	Nup107		Nup107		MP:0001923		Nup107<em1Rajk>	50227454	HGNC:29914	NUP107	
MGI:1933192	Nxf2		Nxf2		MP:0001922		Nxf2<tm1.2Jw>	50230183	HGNC:8072	NXF2	
MGI:1933192	Nxf2		Nxf2		MP:0001922		Nxf2<tm1.2Jw>	50230183	HGNC:23984	NXF2B	
MGI:1933192	Nxf2		Nxf2		MP:0001922		Nxf2<tm1.2Jw>	50230183	HGNC:8075	NXF5	
MGI:2140770	Oas1d		Oas1d		MP:0001923		Oas1d<tm1Zuk>	50235610	HGNC:8086	OAS1	
