GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	P46063	RECQL	enables	GO:0036121	double-stranded DNA helicase activity	ECO:0000314	IDA	PMID:35025765		9606	UniProt		F
UniProtKB	P46063	RECQL	enables	GO:0043138	3'-5' DNA helicase activity	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0002906|FB:FBgn0040290|MGI:MGI:1328362|PANTHER:PTN000344873|PomBase:SPAC2G11.12|SGD:S000004802|TAIR:locus:2180255|TAIR:locus:2197394|TAIR:locus:2197555|UniProtKB:O34748|UniProtKB:P15043|UniProtKB:P46063|UniProtKB:P54132|UniProtKB:Q14191|UniProtKB:Q8I2W7|WB:WBGene00001865|WB:WBGene00006944	9606	GO_Central		F
UniProtKB	P46063	RECQL	enables	GO:0043138	3'-5' DNA helicase activity	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00044371	9606	UniProt		F
UniProtKB	P46063	RECQL	enables	GO:0043138	3'-5' DNA helicase activity	ECO:0000314	IDA	PMID:35025765		9606	UniProt		F
UniProtKB	P46063	RECQL	enables	GO:0043138	3'-5' DNA helicase activity	ECO:0000314	IDA	PMID:8056767		9606	UniProt		F
UniProtKB	P46100	ATRX	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	P49736	MCM2	contributes_to	GO:0003678	DNA helicase activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97310|ensembl:ENSMUSP00000061923	9606	Ensembl		F
UniProtKB	P49736	MCM2	contributes_to	GO:0017116	single-stranded DNA helicase activity	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000179711|PomBase:SPBC211.04c|PomBase:SPBC25D12.03c|PomBase:SPCC16A11.17|SGD:S000000119|SGD:S000000406|SGD:S000000758|SGD:S000003169|SGD:S000004264|SGD:S000006223	9606	GO_Central		F
UniProtKB	P49736	MCM2	contributes_to	GO:0043138	3'-5' DNA helicase activity	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0014861|PANTHER:PTN000179907	9606	GO_Central		F
UniProtKB	P49736	MCM2	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	P49959	MRE11	contributes_to	GO:0003678	DNA helicase activity	ECO:0000315	IMP	PMID:15790808		9606	BHF-UCL		F
UniProtKB	P51530	DNA2	NOT|enables	GO:0003678	DNA helicase activity	ECO:0000314	IDA	PMID:16595799		9606	UniProt		F
UniProtKB	P51530	DNA2	enables	GO:0003678	DNA helicase activity	ECO:0000314	IDA	PMID:16595800		9606	UniProt		F
UniProtKB	P51530	DNA2	enables	GO:0004386	helicase activity	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR041677|UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	P51530	DNA2	enables	GO:0004386	helicase activity	ECO:0000304	TAS	PMID:18995831		9606	UniProt		F
UniProtKB	P51530	DNA2	enables	GO:0017116	single-stranded DNA helicase activity	ECO:0000314	IDA	PMID:16595799		9606	UniProt		F
UniProtKB	P51530	DNA2	enables	GO:0017116	single-stranded DNA helicase activity	ECO:0000314	IDA	PMID:16595800		9606	UniProt		F
UniProtKB	P51530	DNA2	enables	GO:0043139	5'-3' DNA helicase activity	ECO:0000314	IDA	PMID:20019387		9606	UniProt		F
UniProtKB	P51531	SMARCA2	enables	GO:0004386	helicase activity	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00026537	9606	UniProt		F
UniProtKB	P51531	SMARCA2	enables	GO:0004386	helicase activity	ECO:0000304	TAS	PMID:8223438		9606	PINC		F
UniProtKB	P51532	SMARCA4	enables	GO:0004386	helicase activity	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00026537	9606	UniProt		F
UniProtKB	P51532	SMARCA4	enables	GO:0004386	helicase activity	ECO:0000304	TAS	PMID:8208605		9606	PINC		F
UniProtKB	P54132	BLM	enables	GO:0003678	DNA helicase activity	ECO:0000314	IDA	PMID:12181313		9606	GO_Central		F
UniProtKB	P54132	BLM	enables	GO:0003678	DNA helicase activity	ECO:0000314	IDA	PMID:12818200		9606	GO_Central		F
UniProtKB	P54132	BLM	enables	GO:0003678	DNA helicase activity	ECO:0000314	IDA	PMID:17878217		9606	GO_Central		F
UniProtKB	P54132	BLM	enables	GO:0003678	DNA helicase activity	ECO:0000314	IDA	PMID:19734539		9606	BHF-UCL	occurs_in(GO:0000781),has_input(CHEBI:40304),part_of(GO:0061820)	F
UniProtKB	P54132	BLM	enables	GO:0003678	DNA helicase activity	ECO:0000315	IMP	PMID:21325134		9606	UniProt		F
UniProtKB	P54132	BLM	enables	GO:0003678	DNA helicase activity	ECO:0000314	IDA	PMID:24816114		9606	UniProt		F
UniProtKB	P54132	BLM	enables	GO:0003678	DNA helicase activity	ECO:0000314	IDA	PMID:25901030		9606	UniProt		F
UniProtKB	P54132	BLM	enables	GO:0003678	DNA helicase activity	ECO:0000314	IDA	PMID:9388193		9606	UniProt		F
UniProtKB	P54132	BLM	enables	GO:0004386	helicase activity	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR004589|UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	P54132	BLM	enables	GO:0004386	helicase activity	ECO:0000314	IDA	PMID:10871376		9606	UniProt		F
UniProtKB	P54132	BLM	enables	GO:0009378	four-way junction helicase activity	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000344873|TAIR:locus:2127998|TAIR:locus:2197555|UniProtKB:P54132|UniProtKB:Q14191	9606	GO_Central		F
UniProtKB	P54132	BLM	enables	GO:0009378	four-way junction helicase activity	ECO:0000314	IDA	PMID:11433031		9606	UniProt		F
UniProtKB	P54132	BLM	enables	GO:0009378	four-way junction helicase activity	ECO:0000314	IDA	PMID:11735402		9606	BHF-UCL	part_of(GO:0000723)	F
UniProtKB	P54132	BLM	enables	GO:0009378	four-way junction helicase activity	ECO:0000314	IDA	PMID:12818200		9606	UniProt		F
UniProtKB	P54132	BLM	enables	GO:0009378	four-way junction helicase activity	ECO:0000314	IDA	PMID:25901030		9606	UniProt		F
UniProtKB	P54132	BLM	enables	GO:0043138	3'-5' DNA helicase activity	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0002906|FB:FBgn0040290|MGI:MGI:1328362|PANTHER:PTN000344873|PomBase:SPAC2G11.12|SGD:S000004802|TAIR:locus:2180255|TAIR:locus:2197394|TAIR:locus:2197555|UniProtKB:O34748|UniProtKB:P15043|UniProtKB:P46063|UniProtKB:P54132|UniProtKB:Q14191|UniProtKB:Q8I2W7|WB:WBGene00001865|WB:WBGene00006944	9606	GO_Central		F
UniProtKB	P54132	BLM	enables	GO:0043138	3'-5' DNA helicase activity	ECO:0000501	IEA	GO_REF:0000120	ARBA:ARBA00044371|InterPro:IPR018982	9606	UniProt		F
UniProtKB	P54132	BLM	enables	GO:0043138	3'-5' DNA helicase activity	ECO:0000314	IDA	PMID:9388193		9606	UniProt		F
UniProtKB	P54132	BLM	enables	GO:0043138	3'-5' DNA helicase activity	ECO:0000304	TAS	Reactome:R-HSA-174438		9606	Reactome		F
UniProtKB	P54132	BLM	enables	GO:0061749	forked DNA-dependent helicase activity	ECO:0000314	IDA	PMID:11735402		9606	BHF-UCL		F
UniProtKB	P54132	BLM	enables	GO:0061749	forked DNA-dependent helicase activity	ECO:0000314	IDA	PMID:25901030		9606	UniProt		F
UniProtKB	P60842	EIF4A1	enables	GO:0003724	RNA helicase activity	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR014014|EC:3.6.4.13	9606	UniProt		F
UniProtKB	P60842	EIF4A1	enables	GO:0004386	helicase activity	ECO:0000501	IEA	GO_REF:0000120	ARBA:ARBA00026537|UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	P60842	EIF4A1	enables	GO:0004386	helicase activity	ECO:0000304	TAS	PMID:3215517		9606	UniProt		F
UniProtKB	Q03468	ERCC6	NOT|enables	GO:0003678	DNA helicase activity	ECO:0000314	IDA	PMID:8999876		9606	UniProt		F
UniProtKB	Q03468	ERCC6	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	Q06609	RAD51	enables	GO:0017116	single-stranded DNA helicase activity	ECO:0000315	IMP	PMID:26681308		9606	UniProt		F
UniProtKB	Q06609	RAD51	enables	GO:0017116	single-stranded DNA helicase activity	ECO:0000314	IDA	PMID:7988572		9606	UniProt		F
UniProtKB	Q06609	RAD51	enables	GO:0017116	single-stranded DNA helicase activity	ECO:0000314	IDA	PMID:8929543		9606	UniProt		F
UniProtKB	Q08211	DHX9	enables	GO:0003678	DNA helicase activity	ECO:0000315	IMP	PMID:12711669		9606	UniProt		F
UniProtKB	Q08211	DHX9	enables	GO:0003678	DNA helicase activity	ECO:0000304	TAS	PMID:9111062		9606	PINC		F
UniProtKB	Q08211	DHX9	enables	GO:0003724	RNA helicase activity	ECO:0000501	IEA	GO_REF:0000003	EC:3.6.4.13	9606	UniProt		F
UniProtKB	Q08211	DHX9	enables	GO:0003724	RNA helicase activity	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q28141	9606	UniProt		F
UniProtKB	Q08211	DHX9	enables	GO:0003724	RNA helicase activity	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0002774|PANTHER:PTN001053532|UniProtKB:Q08211|UniProtKB:Q28141	9606	GO_Central		F
UniProtKB	Q08211	DHX9	enables	GO:0003724	RNA helicase activity	ECO:0000314	IDA	PMID:28221134		9606	UniProt		F
UniProtKB	Q08211	DHX9	enables	GO:0003724	RNA helicase activity	ECO:0000304	TAS	PMID:8690889		9606	PINC		F
UniProtKB	Q08211	DHX9	enables	GO:0003724	RNA helicase activity	ECO:0000304	TAS	PMID:9111062		9606	PINC		F
UniProtKB	Q08211	DHX9	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	Q08211	DHX9	enables	GO:0033679	3'-5' DNA/RNA helicase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR044447	9606	InterPro		F
UniProtKB	Q08211	DHX9	enables	GO:0033679	3'-5' DNA/RNA helicase activity	ECO:0000314	IDA	PMID:1537828		9606	UniProt		F
UniProtKB	Q08211	DHX9	enables	GO:0033679	3'-5' DNA/RNA helicase activity	ECO:0000314	IDA	PMID:21561811		9606	UniProt		F
UniProtKB	Q08211	DHX9	enables	GO:0034458	3'-5' RNA helicase activity	ECO:0000314	IDA	PMID:1537828		9606	UniProt		F
UniProtKB	Q08211	DHX9	enables	GO:0034458	3'-5' RNA helicase activity	ECO:0000314	IDA	PMID:21561811		9606	UniProt		F
UniProtKB	Q08211	DHX9	enables	GO:0043138	3'-5' DNA helicase activity	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q28141	9606	UniProt		F
UniProtKB	Q08211	DHX9	enables	GO:0043138	3'-5' DNA helicase activity	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN001053532|UniProtKB:Q08211|UniProtKB:Q28141	9606	GO_Central		F
UniProtKB	Q08211	DHX9	enables	GO:0043138	3'-5' DNA helicase activity	ECO:0000314	IDA	PMID:21561811		9606	UniProt		F
UniProtKB	Q08211	DHX9	enables	GO:1990518	single-stranded 3'-5' DNA helicase activity	ECO:0000314	IDA	PMID:20669935		9606	UniProt		F
UniProtKB	Q08211	DHX9	enables	GO:1990518	single-stranded 3'-5' DNA helicase activity	ECO:0000314	IDA	PMID:24049074		9606	UniProt		F
UniProtKB	Q12873	CHD3	enables	GO:0004386	helicase activity	ECO:0000303	NAS	PMID:9688266		9606	UniProt		F
UniProtKB	Q13206	DDX10	enables	GO:0003724	RNA helicase activity	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR014014|EC:3.6.4.13	9606	UniProt		F
UniProtKB	Q13206	DDX10	enables	GO:0003724	RNA helicase activity	ECO:0000304	TAS	PMID:8660968		9606	PINC		F
UniProtKB	Q13206	DDX10	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	Q13283	G3BP1	enables	GO:0003678	DNA helicase activity	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN002581351|UniProtKB:Q13283	9606	GO_Central		F
UniProtKB	Q13283	G3BP1	enables	GO:0003678	DNA helicase activity	ECO:0000304	TAS	PMID:9889278		9606	PINC		F
UniProtKB	Q13283	G3BP1	enables	GO:0003678	DNA helicase activity	ECO:0000314	IDA	PMID:9889278		9606	FlyBase		F
UniProtKB	Q13283	G3BP1	enables	GO:0003724	RNA helicase activity	ECO:0000501	IEA	GO_REF:0000003	EC:3.6.4.13	9606	UniProt		F
UniProtKB	Q13283	G3BP1	enables	GO:0003724	RNA helicase activity	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN002581351|UniProtKB:Q13283	9606	GO_Central		F
UniProtKB	Q13283	G3BP1	enables	GO:0003724	RNA helicase activity	ECO:0000304	TAS	PMID:9889278		9606	PINC		F
UniProtKB	Q13283	G3BP1	enables	GO:0003724	RNA helicase activity	ECO:0000314	IDA	PMID:9889278		9606	FlyBase		F
UniProtKB	Q13283	G3BP1	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	Q13283	G3BP1	enables	GO:0033677	DNA/RNA helicase activity	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN002581351|UniProtKB:Q13283	9606	GO_Central		F
UniProtKB	Q13283	G3BP1	enables	GO:0033677	DNA/RNA helicase activity	ECO:0000314	IDA	PMID:9889278		9606	FlyBase		F
UniProtKB	Q13838	DDX39B	enables	GO:0003724	RNA helicase activity	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0263231|FB:FBgn0283442|MGI:MGI:1353582|PANTHER:PTN002774595|PomBase:SPAC17G6.14c|RGD:619906|RGD:68381|SGD:S000002242|SGD:S000003046|SGD:S000005056|SGD:S000005572|SGD:S000005730|TAIR:locus:2084178|TAIR:locus:2147987|TAIR:locus:2167903|UniProtKB:O00571|UniProtKB:P17844|UniProtKB:P38919|UniProtKB:Q13838|UniProtKB:Q8IL13|UniProtKB:Q9NR30|UniProtKB:Q9UJV9|WB:WBGene00001598|WB:WBGene00001599|Xenbase:XB-GENE-999731	9606	GO_Central		F
UniProtKB	Q13838	DDX39B	enables	GO:0003724	RNA helicase activity	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR014014|EC:3.6.4.13	9606	UniProt		F
UniProtKB	Q13838	DDX39B	enables	GO:0003724	RNA helicase activity	ECO:0000314	IDA	PMID:17562711		9606	UniProt		F
UniProtKB	Q13838	DDX39B	enables	GO:0003724	RNA helicase activity	ECO:0000314	IDA	PMID:18593880		9606	BHF-UCL		F
UniProtKB	Q13838	DDX39B	enables	GO:0003724	RNA helicase activity	ECO:0000304	TAS	PMID:7601445		9606	PINC		F
UniProtKB	Q13838	DDX39B	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	Q14147	DHX34	enables	GO:0003724	RNA helicase activity	ECO:0000501	IEA	GO_REF:0000003	EC:3.6.4.13	9606	UniProt		F
UniProtKB	Q14147	DHX34	enables	GO:0004386	helicase activity	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0002774|FB:FBgn0032883|MGI:MGI:1919412|MGI:MGI:1920081|MGI:MGI:2448561|PANTHER:PTN008360424|PomBase:SPBC1711.17|SGD:S000000815|SGD:S000001561|SGD:S000003088|SGD:S000004735|UniProtKB:O43143|UniProtKB:P43329|UniProtKB:Q08211|UniProtKB:Q28141|UniProtKB:Q581T1|UniProtKB:Q7L2E3|UniProtKB:Q9H2U1|UniProtKB:Q9H6S0	9606	GO_Central		F
UniProtKB	Q14147	DHX34	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	Q14191	WRN	enables	GO:0003678	DNA helicase activity	ECO:0000315	IMP	PMID:10871376		9606	UniProt		F
UniProtKB	Q14191	WRN	enables	GO:0003678	DNA helicase activity	ECO:0000314	IDA	PMID:12181313		9606	GO_Central		F
UniProtKB	Q14191	WRN	enables	GO:0003678	DNA helicase activity	ECO:0000314	IDA	PMID:12944467		9606	MGI		F
UniProtKB	Q14191	WRN	enables	GO:0003678	DNA helicase activity	ECO:0000314	IDA	PMID:15200954		9606	BHF-UCL	occurs_in(GO:0000781),part_of(GO:0061820)	F
UniProtKB	Q14191	WRN	enables	GO:0003678	DNA helicase activity	ECO:0000314	IDA	PMID:19734539		9606	BHF-UCL	occurs_in(GO:0000781),has_input(CHEBI:40304),part_of(GO:0061820)	F
UniProtKB	Q14191	WRN	enables	GO:0003678	DNA helicase activity	ECO:0000314	IDA	PMID:26420422		9606	BHF-UCL	part_of(GO:0061820),occurs_in(GO:0000781)	F
UniProtKB	Q14191	WRN	enables	GO:0003678	DNA helicase activity	ECO:0000314	IDA	PMID:9288107		9606	UniProt		F
UniProtKB	Q14191	WRN	enables	GO:0004386	helicase activity	ECO:0000501	IEA	GO_REF:0000120	ARBA:ARBA00026537|InterPro:IPR004589|UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	Q14191	WRN	enables	GO:0009378	four-way junction helicase activity	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000344873|TAIR:locus:2127998|TAIR:locus:2197555|UniProtKB:P54132|UniProtKB:Q14191	9606	GO_Central		F
UniProtKB	Q14191	WRN	enables	GO:0009378	four-way junction helicase activity	ECO:0000314	IDA	PMID:11433031		9606	UniProt		F
UniProtKB	Q14191	WRN	enables	GO:0009378	four-way junction helicase activity	ECO:0000314	IDA	PMID:11735402		9606	BHF-UCL	part_of(GO:0000723)	F
UniProtKB	Q14191	WRN	enables	GO:0043138	3'-5' DNA helicase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR018982	9606	InterPro		F
UniProtKB	Q14191	WRN	enables	GO:0043138	3'-5' DNA helicase activity	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0002906|FB:FBgn0040290|MGI:MGI:1328362|PANTHER:PTN000344873|PomBase:SPAC2G11.12|SGD:S000004802|TAIR:locus:2180255|TAIR:locus:2197394|TAIR:locus:2197555|UniProtKB:O34748|UniProtKB:P15043|UniProtKB:P46063|UniProtKB:P54132|UniProtKB:Q14191|UniProtKB:Q8I2W7|WB:WBGene00001865|WB:WBGene00006944	9606	GO_Central		F
UniProtKB	Q14191	WRN	enables	GO:0043138	3'-5' DNA helicase activity	ECO:0000314	IDA	PMID:17715146		9606	UniProt		F
UniProtKB	Q14191	WRN	enables	GO:0043138	3'-5' DNA helicase activity	ECO:0000304	TAS	Reactome:R-HSA-174438		9606	Reactome		F
UniProtKB	Q14191	WRN	enables	GO:0061749	forked DNA-dependent helicase activity	ECO:0000314	IDA	PMID:11735402		9606	BHF-UCL		F
UniProtKB	Q14191	WRN	enables	GO:0061749	forked DNA-dependent helicase activity	ECO:0000314	IDA	PMID:17715146		9606	BHF-UCL	part_of(GO:0006298)	F
UniProtKB	Q14240	EIF4A2	enables	GO:0003724	RNA helicase activity	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR014014|EC:3.6.4.13	9606	UniProt		F
UniProtKB	Q14240	EIF4A2	enables	GO:0004386	helicase activity	ECO:0000501	IEA	GO_REF:0000120	ARBA:ARBA00026537|UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	Q14240	EIF4A2	enables	GO:0004386	helicase activity	ECO:0000304	TAS	PMID:8521730		9606	PINC		F
UniProtKB	Q14527	HLTF	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	Q14562	DHX8	enables	GO:0003724	RNA helicase activity	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000433762|SGD:S000000815	9606	GO_Central		F
UniProtKB	Q14562	DHX8	enables	GO:0003724	RNA helicase activity	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR044762|EC:3.6.4.13	9606	UniProt		F
UniProtKB	Q14562	DHX8	enables	GO:0003724	RNA helicase activity	ECO:0000304	TAS	PMID:7935475		9606	PINC		F
UniProtKB	Q14562	DHX8	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	Q14566	MCM6	contributes_to	GO:0003678	DNA helicase activity	ECO:0000314	IDA	PMID:25661590		9606	UniProt		F
UniProtKB	Q14566	MCM6	contributes_to	GO:0003678	DNA helicase activity	ECO:0000314	IDA	PMID:9305914		9606	UniProt		F
UniProtKB	Q14566	MCM6	contributes_to	GO:1990518	single-stranded 3'-5' DNA helicase activity	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000180096|PomBase:SPBC211.04c	9606	GO_Central		F
UniProtKB	Q14566	MCM6	enables	GO:0003678	DNA helicase activity	ECO:0000501	IEA	GO_REF:0000120	UniProtKB:P97311|ensembl:ENSMUSP00000027601|InterPro:IPR008049	9606	UniProt		F
UniProtKB	Q14566	MCM6	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	Q149N8	SHPRH	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	Q15477	SKIC2	enables	GO:0003724	RNA helicase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016438	9606	InterPro		F
UniProtKB	Q15477	SKIC2	enables	GO:0003724	RNA helicase activity	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN004337428|PomBase:SPAC6F12.16c|SGD:S000003586|TAIR:locus:2075566|UniProtKB:P42285|UniProtKB:Q15477	9606	GO_Central		F
UniProtKB	Q15477	SKIC2	enables	GO:0003724	RNA helicase activity	ECO:0000304	TAS	PMID:7610041		9606	PINC		F
UniProtKB	Q15477	SKIC2	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	Q15477	SKIC2	enables	GO:0034458	3'-5' RNA helicase activity	ECO:0000314	IDA	PMID:35120588		9606	UniProt		F
UniProtKB	Q2NKX8	ERCC6L	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	Q587J7	TDRD12	enables	GO:0003724	RNA helicase activity	ECO:0000501	IEA	GO_REF:0000003	EC:3.6.4.13	9606	UniProt		F
UniProtKB	Q587J7	TDRD12	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	Q5FWF4	ZRANB3	NOT|enables	GO:0003678	DNA helicase activity	ECO:0000314	IDA	PMID:21078962		9606	UniProt		F
UniProtKB	Q5FWF4	ZRANB3	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	Q5H9U9	DDX60L	enables	GO:0003724	RNA helicase activity	ECO:0000501	IEA	GO_REF:0000003	EC:3.6.4.13	9606	UniProt		F
UniProtKB	Q5H9U9	DDX60L	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	Q5T1V6	DDX59	enables	GO:0003724	RNA helicase activity	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0263231|FB:FBgn0283442|MGI:MGI:1353582|PANTHER:PTN002774595|PomBase:SPAC17G6.14c|RGD:619906|RGD:68381|SGD:S000002242|SGD:S000003046|SGD:S000005056|SGD:S000005572|SGD:S000005730|TAIR:locus:2084178|TAIR:locus:2147987|TAIR:locus:2167903|UniProtKB:O00571|UniProtKB:P17844|UniProtKB:P38919|UniProtKB:Q13838|UniProtKB:Q8IL13|UniProtKB:Q9NR30|UniProtKB:Q9UJV9|WB:WBGene00001598|WB:WBGene00001599|Xenbase:XB-GENE-999731	9606	GO_Central		F
UniProtKB	Q5T1V6	DDX59	enables	GO:0003724	RNA helicase activity	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR014014|EC:3.6.4.13	9606	UniProt		F
UniProtKB	Q5T1V6	DDX59	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	Q5T890	ERCC6L2	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	Q6P158	DHX57	enables	GO:0003724	RNA helicase activity	ECO:0000501	IEA	GO_REF:0000003	EC:3.6.4.13	9606	UniProt		F
UniProtKB	Q6P158	DHX57	enables	GO:0004386	helicase activity	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0002774|FB:FBgn0032883|MGI:MGI:1919412|MGI:MGI:1920081|MGI:MGI:2448561|PANTHER:PTN008360424|PomBase:SPBC1711.17|SGD:S000000815|SGD:S000001561|SGD:S000003088|SGD:S000004735|UniProtKB:O43143|UniProtKB:P43329|UniProtKB:Q08211|UniProtKB:Q28141|UniProtKB:Q581T1|UniProtKB:Q7L2E3|UniProtKB:Q9H2U1|UniProtKB:Q9H6S0	9606	GO_Central		F
UniProtKB	Q6P158	DHX57	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	Q6ZRS2	SRCAP	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	Q7L014	DDX46	enables	GO:0003724	RNA helicase activity	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR014014|EC:3.6.4.13	9606	UniProt		F
UniProtKB	Q7L014	DDX46	enables	GO:0003724	RNA helicase activity	ECO:0000304	TAS	Reactome:R-HSA-9770129		9606	Reactome		F
UniProtKB	Q7L014	DDX46	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	Q7L2E3	DHX30	enables	GO:0003678	DNA helicase activity	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0032883|MGI:MGI:1919412|PANTHER:PTN001053965|UniProtKB:Q9H2U1	9606	GO_Central		F
UniProtKB	Q7L2E3	DHX30	enables	GO:0003724	RNA helicase activity	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0032883|MGI:MGI:1920081|PANTHER:PTN001053965|UniProtKB:Q7L2E3|UniProtKB:Q9H2U1	9606	GO_Central		F
UniProtKB	Q7L2E3	DHX30	enables	GO:0003724	RNA helicase activity	ECO:0000501	IEA	GO_REF:0000120	ARBA:ARBA00028402|UniProtKB:Q99PU8|ensembl:ENSMUSP00000142489|EC:3.6.4.13	9606	UniProt		F
UniProtKB	Q7L2E3	DHX30	enables	GO:0003724	RNA helicase activity	ECO:0000314	IDA	PMID:29100085		9606	UniProt		F
UniProtKB	Q7L2E3	DHX30	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
